QUEST_20150317_000001	$Por favor, selecione o usuário que precisa de uma atualização de quest.
QUEST_20151001_002627	{memo X}Leve-o até a deusa.
QUEST_20151001_002628	A resistência foi enfraquecida. Vamos usar o símbolo de aprisionamento.
QUEST_20151001_002629	Premiê Eminente está dando algumas ordens aos demônios.
QUEST_20151001_002630	Vou posicionar um dos guardas aqui, caso você esteja pensando em fugir.
QUEST_20151001_002631	Além da Estrada do Peregrino fica a Grande Catedral, que foi construída por Maven. {nl}Ruklys, Lydia Schaffen e Agailla Flurry eram seus discípulos.{nl}
QUEST_20151001_002632	Entre eles, o Mestre Paladino foi um herói que salvou muitas vidas na capital. {nl}Agora, ele foi ao Desfiladeiro Srautas para lutar contra um grande mal...
QUEST_20151001_002633	Muitas pessoas fizeram apostas com Modestas para descobrir de quem era a estátua da deusa, mas Modestas nunca perdeu uma antes de morrer.
QUEST_20151001_002634	$Até o fim da minha vida, espero ver Fedimian completamente restaurada.{nl}Se há uma coisa que posso fazer, é criar 1.000 potes dedicados a esse desejo.
QUEST_20151001_002635	$Eu espero ter muito sucesso na escavação do Mausoléu Real de Zachariel...
QUEST_20151001_002636	$Eu rogo à deusa. {nl}Espero que o dia da concretização de meu juramento aos Vigias jamais chegue...
QUEST_20151001_002637	$Quando finalmente fechar meus olhos, espero que meus muitos discípulos estejam ao meu lado para me proteger.
QUEST_20151001_002638	Agora é a hora em que nos tornamos unos com nossas lâminas. Meu último desejo é morrer ao lado daquela que amo.
QUEST_20151001_002639	Por que você voltou?{nl}
QUEST_20151001_002640	Fico feliz em saber que Grazina está bem.{nl}Mas acho que Grazina não pode relaxar já que ela me deu isso.{nl} 
QUEST_20151001_002641	Essa é a segunda página do Conflito de Roxona que te dei faz um tempo.{nl}Estava entre os objetos que Grazina roubou. Por favor, pegue isso.{nl}
QUEST_20151001_002642	E Alina... Não tenho certeza.{nl}Ela correu para o lado inferior, então acho que pode estar perto de lá.
QUEST_20151001_002643	Você entregou o objeto e a história de Grazina.
QUEST_20151001_002644	Por favor, encontre Alina...
QUEST_20151001_002645	2a Página do Conflito de Roxona
QUEST_20151001_002646	O tempo passou e o verão, a estação das folhas verdes, chegou...{nl}Lydia Schaffen vasculhou tudo para encontrar quem matou seus pais e parentes.{nl}A deusa estava do lado dela, afinal de contas.{nl}A hora que ela esperava havia finalmente chegado.{nl}
QUEST_20151001_002647	Um a um, eles foram abatidos no escuro por suas flechas inesperadas.{nl}Apesar de ser uma luta fácil para eles, jamais souberam onde ela estava.{nl}O som das flechas perfurou o ar e suas peles.{nl}Logo não havia ninguém além de Lydia Schaffen, completamente parada.{nl}
QUEST_20151001_002648	Lydia Schaffen levantou sua tocha.{nl}A chama chacoalhava de forma ameaçadora, fazendo a sombra dela dançar da mesma forma...{nl}Ela queria olhar o rosto dos vilões que mataram seus pais e vizinhos, além de queimar a vila.{nl}Muitos dos rostos ela viu pela primeira vez, mas alguns lhe eram familiares.{nl}Eles eram os subordinados de Ruklys, e ela os conhecia muito bem.{nl} Se tivesse sido uma hora mais clara e um lugar diferente, ela poderia ter notado isso antes do ocorrido.{nl}Mas o ato havia sido executado, e era irrevogável.{nl}Assim como Lydia Schaffen tinha suas razões para matar seus inimigos, Ruklys agora também tinha as suas: derrotá-la por ter matado seus subordinados.{nl}
QUEST_20151001_002649	Com uma sensação sombria de vergonha e embaraço que não lhe era comum, {nl}ela pegou seu arco em silêncio e partiu.{nl}As notícias logo chegaram aos ouvidos de Ruklys.{nl}Ambos se reconfortavam no fato de serem vítimas de um plano malicioso.{nl}Mas era inútil. Eles sentiam a vaga sombra do plano malicioso seguindo-os.{nl}
QUEST_20151001_002650	Mas era tarde demais.{nl}Não havia nada que ela pudesse fazer, exceto pôr fim à vida de Ruklys {nl}com as flechas que ela agora ama e odeia.{nl}Ou a espada dele guiá-la às deusas... Não havia nada que ela pudesse fazer. 
QUEST_20151001_002651	$Há mais uma coisa que preciso dizer. {nl}Siga o nome de Ruklys.{nl}
QUEST_20151001_002652	$Seu campo de batalha final...{nl}A revelação de Laima na Fortaleza da Terra te aguarda.{nl}
QUEST_20151001_002653	Deusa Laima...{nl}O Revelador que você previu finalmente chegou...{nl}
QUEST_20151001_002654	Depois de mil anos de sono, finalmente pude te conhecer, {nl}a pessoa cuja vinda foi prevista pela deusa.{nl}Também fico aliviado em ver que o esforço que coloquei na construção do {nl}Mausoléu Real durante minha regência não foi em vão.{nl}
QUEST_20151001_002655	Apesar de ter fundado o reino,{nl}desejo falar com você como guardião da revelação e não como rei.
QUEST_20151001_002656	Você é o Salvador desse reino.{nl}Eu sinto que você salvará esse mundo e se tornará a pessoa da qual as deusas dependeriam.{nl}
QUEST_20151001_002657	Depois de gastar mil anos de adoração à providência da deusa,{nl}agora mostrarei o grande testamento que foi deixado para você na revelação.
QUEST_20151001_002658	Os soldados morrerão se eu não conseguir. {nl}Preciso ser forte. 
QUEST_20151001_002659	... Apenas três anos desde que Ruklys aprendeu dos meus ensinamentos...
QUEST_20151001_002660	Se os demônios cruzarem a fenda dimensional, {nl}e derem as mãos aos seus irmãos na Prisão de Demônios...{nl}O mundo será sujeito a outro tipo de ameaça.
QUEST_20151001_002661	Eu disse à irmã Vakarine para me prometer que se prepararia para o pior.{nl}Mas a revolução dos demônios que eclodiu pode estar atrapalhando-a.
QUEST_20151001_002662	Bispo Aurelius, que foi ordenado quando era jovem, logo ficou doente e faleceu.{nl}
QUEST_20151001_002663	Seu último pedido era que a Missão Divina de Maven fosse completada mesmo depois de sua morte,{nl}e a Igreja aceitou.
QUEST_20151001_002664	Sinto muito, Oficial Gorman.{nl}Eu não pude completar a missão devido aos ataques dos monstros.{nl}
QUEST_20151001_002665	Descanse um pouco. Foi sorte você ter voltado com vida.{nl}Passarei a missão para outra pessoa.
QUEST_20151001_002666	Você precisa pensar bastante, já que ao tocar algo, {nl}muitas coisas próximas também são influenciadas.{nl}Vou anotar qual você deve ativar. Estou contando com você.
QUEST_20151001_002667	Vejamos... Por enquanto, apenas ative o templo acima.{nl}Ao ativar um, os templos próximos também serão influenciados, {nl}então você precisa pensar bastante.
QUEST_20151001_002668	Vejamos... Por enquanto, apenas ative o templo à esquerda.{nl}Ao ativar um, os templos próximos também serão influenciados, {nl}então você precisa pensar bastante.
QUEST_20151001_002669	Vejamos... Por enquanto, apenas ative o templo à direita.{nl}Ao ativar um, os templos próximos também serão influenciados, {nl}então você precisa pensar bastante.
QUEST_20151001_002670	Vejamos... Por enquanto, apenas ative o templo abaixo.{nl}Ao ativar um, os templos próximos também serão influenciados, {nl}então você precisa pensar bastante.
QUEST_20151001_002671	A seita religiosa da árvore da verdade adora a Árvore Divina que está na capital.{nl}A cobiça dos humanos está crescendo, então a Árvore Divina os está punindo por isso.{nl}
QUEST_20151001_002672	A seita religiosa da árvore da verdade será aqueles selecionados pela Árvore Divina,{nl}e eles ajudarão na construção de uma nova era.
QUEST_20151001_002673	Margiris nos disse uma vez. A salvação não pode ser conquistada facilmente.{nl}O que estamos fazendo é purificar os pecados dos ignorantes e os nossos.{nl}Aqueles que morreram foram vítimas de sua fraqueza. Apenas os sobreviventes receberiam a salvação.
QUEST_20151001_002674	Aqueles que vieram a esse lugar antes de Utara são as pessoas da{nl}seita religiosa da árvore da verdade.{nl}São os discípulos reconhecidos pela Deusa Zemyna.{nl}
QUEST_20151001_002675	Essa terra é abençoada pela Deusa Zemyna, então eles acharam que deviam fazer um testamento da deusa.{nl}Como posso impedir isso?
QUEST_20151001_002676	Caixa Falsa
QUEST_20151001_002677	Não parece ser essa caixa.
QUEST_20151001_002678	Não parece ser suficiente para destruir as relíquias religiosas da ordem da igreja, você libertou Karail...{nl}
QUEST_20151001_002679	Você pagará com sua vida!
QUEST_20151001_002680	Símbolo da Verdade
QUEST_20151001_002681	A energia divina diminuiu quando o Símbolo da Verdade foi aceso.
QUEST_20151001_002682	A garota misteriosa com a luz apareceu. Fale com ela.
QUEST_20151001_002683	{memo X}A garota misteriosa fugiu sem dizer nada. Siga-a.
QUEST_20151001_002684	Cesta Suspeita
QUEST_20151001_002685	{memo X}O fedor ofende seu nariz. Parece que há comida estragada escondida por baixo.
QUEST_20151001_002686	A garota misteriosa com a luz apareceu novamente.
QUEST_20151001_002687	Rápido! Não há tempo!{nl} Meu poder está ali!
QUEST_20151001_002688	Aldona! Zydrone!{nl}Agora!
QUEST_20151001_002689	Aldona, Zydrone...{nl}Me perdoem por ser um fardo para vocês dois devido à minha fraqueza.{nl}
QUEST_20151001_002690	Mas não vamos mais gastar tempo.{nl}Você trouxe o Salvador que tem o poder de se livrar do desastre até aqui.{nl}
QUEST_20151001_002691	Pedirei ao Salvador para me ajudar.{nl}Vocês dois deveriam se preparar para fazer a Chave da Estrela Vespertina rapidamente.{nl}
QUEST_20151001_002692	As muitas mortes de demônios não conseguiam preencher o vazio no meu coração. {nl}Uma vez que minha grande missão da deusa terminar, {nl}serei deixado com uma longa vida de momentos entediante.
QUEST_20151001_002693	Ugh, achei que morreria depois da sua garganta ser cortada.{nl}Espero que se comporte agora e morra lentamente.
QUEST_20151001_002694	$Uma revelação falsa... tudo isso para servir de isca e se livrar de mim?{nl}Que decepção, ver que tal truque é o melhor que Laima pode preparar.
QUEST_20151001_002695	$Mas com toda essa preparação, você é impotente contra mim...{nl}Chega a ser engraçado como sua tolice te impede de perceber a gigantesca diferença de poder entre nós dois.
QUEST_20151001_002696	$Certo. Eu consigo sentir onde a revelação real está.{nl}Tente se esforçar mais uma vez.
QUEST_20151001_002697	Então, é aqui que a revelação está escondida.
QUEST_20151001_002698	$Lorde Demônio Marnox
QUEST_20151001_002699	Tais são os tolos que seguem a deusa.{nl}Já não testemunhou o suficiente para saber sobre mim?{nl}Todo esse tempo estive esperando você vir por sua própria vontade.
QUEST_20151001_002700	Depois de te derrotar, continuarei perturbando o sacerdote até que ele mesmo abra a caixa.
QUEST_20151001_002701	$Fui capaz de recuperar minha alma graças a você... {nl}Essa não é a Corrente de Reversão que desmanchou minha alma?
QUEST_20151001_002702	{memo X}Coletando o Musgo Brilhante
QUEST_20151001_002703	Obteve o Musgo Brilhante!
QUEST_20151001_002704	Falhou em obter o musgo!
QUEST_20151001_002705	Obteve o Cogumelo Nachi!
QUEST_20151016_002706	$Então essa chapa de pedra é a Luz da Salvação?{nl}Me parece ser só uma chapa antiga.
QUEST_20151016_002707	$Um novo desastre está começando nessa prisão.{nl}Os demônios estão invadindo pela fenda dimensional, {nl}e estão tentando tomar essa prisão como uma nova base.{nl}
QUEST_20151016_002708	{nl}Eu diria que o mundo cresceu a tal ponto que não pode mais viver sem nós.{nl}Desenvolvendo as Minas de Cristal, oferecendo materiais de construção para a Torre Astral e para a Grande Catedral.{nl}Nós, a Aliança Comercial de Kedoran, somos aqueles que tornaram tais feitos possíveis.
QUEST_20151016_002709	{nl}Entretanto, as áreas próximas sofreram enorme dano durante Medzio Diena. {nl}Boa parte de nosso poder original foi perdida, e depois, só podíamos fazer o que sabíamos que poderíamos fazer.
QUEST_20151016_002710	Veja.{nl}Esse é o resultado do grande desastre.
QUEST_20151016_002711	Entretanto, parece que o desastre apenas começou.{nl}Os demônios estão procurando pela Luz da Salvação.{nl}
QUEST_20151016_002712	Nesse ritmo...{nl}Toda vida deste mundo será exterminada.{nl}
QUEST_20151016_002713	Por favor, ajude...{nl}
QUEST_20151016_002714	Apenas você...{nl}Apenas o Revelador pode salvar esse mundo.{nl}
QUEST_20151016_002715	Por favor, vá a Klaipeda. {nl}E por favor... faça tudo que puder para manter a Luz da Salvação a salvo dos demônios.
QUEST_20151016_002716	Apesar de ter construído meu sacrário aqui, {nl}os materiais para fazer uma escritura da deusa serão encontrados em outro lugar. {nl}Portanto, fundamos essa organização religiosa{nl}para buscar os registros dos Sábios Antigos da Ordem Rhud.
QUEST_20151016_002717	Quadro de Avisos da Aliança Comercial de Kedoran
QUEST_20151016_002718	{memo X}Essa área é o sítio de escavação da Aliança Comercial de Kedoran.
QUEST_20151016_002719	Recebeu os benefícios de... Aliança Comercial de Kedoran.{nl}Por alguma razão, estou cheio de energia.
QUEST_20151016_002720	{memo X}O bem da Aliança Comercial de Kedoran está próximo do canto superior direito.
QUEST_20151016_002721	{memo X}O bem da Aliança Comercial de Kedoran está próximo do canto superior.
QUEST_20151016_002722	{memo X}${memo X}O bem da Aliança Comercial de Kedoran está próximo do canto superior esquerdo.
QUEST_20151016_002723	{memo X}O bem da Aliança Comercial de Kedoran está um pouco distante do canto superior direito.
QUEST_20151016_002724	{memo X}O bem da Aliança Comercial de Kedoran está um pouco distante do canto superior.
QUEST_20151016_002725	{memo X}O bem da Aliança Comercial de Kedoran está um pouco distante do canto esquerdo.
QUEST_20151016_002726	{memo X}O bem da Aliança Comercial de Kedoran está longe do canto superior direito.
QUEST_20151016_002727	{memo X}O bem da Aliança Comercial de Kedoran está longe do canto superior.
QUEST_20151016_002728	{memo X}O bem da Aliança Comercial de Kedoran está longe do canto superior esquerdo.
QUEST_20151016_002729	{memo X}As pessoas se perguntam qual é a razão de viver em um mundo com deusas desaparecidas, mas acreditamos que elas voltarão um dia e nos salvarão.{nl}É errado rezar para que esse dia chegue logo?{nl}Estes monumentos foram construídos com a devoção de nossos corações e suas preces.{nl}Até uma pessoa estranha chegar e destruir os monumentos, eles simbolizavam nossas preces.
QUEST_20151016_002730	{memo X}Se é um monumento normal, rezamos para liberar tal aura.{nl}Não é alguma corrupção!{nl}Trabalhando com alguém que nem entende nem pode ouvir, a pessoa que destruiu nossos monumentos viu isso como corrupção?
QUEST_20151016_002731	{memo X}Você finalmente compreende?{nl}O que sua estupidez sem limites causou?{nl}Se você entende, comece a pensar em um jeito de reverter isso.{nl}Não é possível simplesmente ignorar.
QUEST_20151016_002732	{memo X}Abaixo, acredito que haja alguém destruindo Monumentos dos Nestos disfarçado de Anastopa.{nl}Você poderia investigar?{nl}Pode ser perigoso, leve esse sinalizador.{nl}Tenha cuidado.
